protein_id,reaction_id
Q9Y6F7,RHEA:45948
Q9Y6F8,RHEA:45948
Q9Y7Y5,RHEA:45948
Q9ZV06,RHEA:45948
Q9ZV08,RHEA:45948
A3N2T3,RHEA:45952
B3H2N2,RHEA:45952
P71875,RHEA:45968
P71875,RHEA:45972
P71875,RHEA:45976
P71875,RHEA:45980
P71875,RHEA:45984
P9WJA0,RHEA:45988
I6YBZ8,RHEA:45992
P51659,RHEA:45992
P51660,RHEA:45992
P97852,RHEA:45992
P9WNP3,RHEA:45992
A3KEZ1,RHEA:45996
O25597,RHEA:45996
Q9ZKQ7,RHEA:45996
P9WJ61,RHEA:46000
A0QVL2,RHEA:46012
A0RFE8,RHEA:46012
A1KWH2,RHEA:46012
A1R7M9,RHEA:46012
A1T7G4,RHEA:46012
A2BPP7,RHEA:46012
A2BV78,RHEA:46012
A2C0M6,RHEA:46012
A2CBH2,RHEA:46012
A3N262,RHEA:46012
A3PBD7,RHEA:46012
A4IMR6,RHEA:46012
A4QF08,RHEA:46012
A4TCE3,RHEA:46012
A4WCM3,RHEA:46012
A5CPE3,RHEA:46012
A5FGX2,RHEA:46012
A5GRE3,RHEA:46012
A6H0E6,RHEA:46012
A7GQI9,RHEA:46012
A7MNG1,RHEA:46012
A8A273,RHEA:46012
A8AE07,RHEA:46012
A8G3D1,RHEA:46012
A8GBY8,RHEA:46012
A8I2M2,RHEA:46012
A9BE38,RHEA:46012
A9M485,RHEA:46012
A9VJG1,RHEA:46012
A9WQR6,RHEA:46012
B0RIH2,RHEA:46012
B0U4L2,RHEA:46012
B1HNU2,RHEA:46012
B1IY62,RHEA:46012
B1LKV7,RHEA:46012
B1YG64,RHEA:46012
B2FSQ8,RHEA:46012
B2GFJ0,RHEA:46012
B2HJU4,RHEA:46012
B2HV78,RHEA:46012
B3H2E6,RHEA:46012
B3QK65,RHEA:46012
B4F088,RHEA:46012
B6I1A8,RHEA:46012
B6JPI8,RHEA:46012
B7GYG6,RHEA:46012
B7H655,RHEA:46012
B7I894,RHEA:46012
B7ILI6,RHEA:46012
B7LAN4,RHEA:46012
B7LMB2,RHEA:46012
B7M5Q1,RHEA:46012
B7MXP1,RHEA:46012
B7NN21,RHEA:46012
B7UFM4,RHEA:46012
B8HAT7,RHEA:46012
B9J484,RHEA:46012
C0Z9W8,RHEA:46012
C0ZY77,RHEA:46012
C3PH30,RHEA:46012
C4L056,RHEA:46012
C4LEV7,RHEA:46012
C4ZU53,RHEA:46012
C5CAA3,RHEA:46012
C5DAE0,RHEA:46012
C6DAM1,RHEA:46012
O24913,RHEA:46012
O32719,RHEA:46012
P56954,RHEA:46012
P9WJP4,RHEA:46012
Q0BTB0,RHEA:46012
Q0S251,RHEA:46012
Q0TFN1,RHEA:46012
Q17VT7,RHEA:46012
Q1BAA7,RHEA:46012
Q1BKI8,RHEA:46012
Q1CV68,RHEA:46012
Q1GXL1,RHEA:46012
Q1LU84,RHEA:46012
Q1QUD2,RHEA:46012
Q2KX12,RHEA:46012
Q2NS49,RHEA:46012
Q2SF51,RHEA:46012
Q31CB9,RHEA:46012
Q31Z33,RHEA:46012
Q32I11,RHEA:46012
Q390Q5,RHEA:46012
Q3ALG7,RHEA:46012
Q3AWX1,RHEA:46012
Q3YZZ7,RHEA:46012
Q46GZ7,RHEA:46012
Q492E3,RHEA:46012
Q4JV42,RHEA:46012
Q5F5E9,RHEA:46012
Q5FP90,RHEA:46012
Q5HDJ0,RHEA:46012
Q5HKD6,RHEA:46012
Q5HKN2,RHEA:46012
Q5HL19,RHEA:46012
Q5HLN0,RHEA:46012
Q5L055,RHEA:46012
Q639Y8,RHEA:46012
Q6AGY2,RHEA:46012
Q6D2L3,RHEA:46012
Q6FDG0,RHEA:46012
Q6G6V5,RHEA:46012
Q6GDJ6,RHEA:46012
Q6GE66,RHEA:46012
Q6NA55,RHEA:46012
Q6NGL9,RHEA:46012
Q735Z0,RHEA:46012
Q73VU0,RHEA:46012
Q7MBG6,RHEA:46012
Q7U5L7,RHEA:46012
Q7V2Q2,RHEA:46012
Q7V8S6,RHEA:46012
Q7VDF8,RHEA:46012
Q7VFF6,RHEA:46012
Q7VPC3,RHEA:46012
Q7VRS0,RHEA:46012
Q81C25,RHEA:46012
Q81P44,RHEA:46012
Q87AS0,RHEA:46012
Q887Z4,RHEA:46012
Q88IS4,RHEA:46012
Q88NF9,RHEA:46012
Q88PU7,RHEA:46012
Q89XM4,RHEA:46012
Q8CMY4,RHEA:46012
Q8CN91,RHEA:46012
Q8CQ96,RHEA:46012
Q8CQE8,RHEA:46012
Q8CV11,RHEA:46012
Q8D1V2,RHEA:46012
Q8FFQ5,RHEA:46012
Q8FP91,RHEA:46012
Q8NUM4,RHEA:46012
Q8UH73,RHEA:46012
Q8XE45,RHEA:46012
Q8XRL7,RHEA:46012
Q9HVF1,RHEA:46012
Q9HYF4,RHEA:46012
Q9JWK3,RHEA:46012
Q9JXD7,RHEA:46012
Q9PET6,RHEA:46012
Q9S3Q5,RHEA:46012
Q9Z9Q7,RHEA:46012
Q9ZMY5,RHEA:46012
P69166,RHEA:46016
A0KLP9,RHEA:46020
A1JPI0,RHEA:46020
A1K7I0,RHEA:46020
A1S7C2,RHEA:46020
A1TLY4,RHEA:46020
A1U1U7,RHEA:46020
A1VPX9,RHEA:46020
A1WJJ2,RHEA:46020
A1WTK1,RHEA:46020
A2SFZ3,RHEA:46020
A3QD67,RHEA:46020
A4G4T7,RHEA:46020
A4JF59,RHEA:46020
A4SNV2,RHEA:46020
A4VL58,RHEA:46020
A4W9P3,RHEA:46020
A4XU29,RHEA:46020
A4Y7N2,RHEA:46020
A5EVB6,RHEA:46020
A5W6M3,RHEA:46020
A6SZN5,RHEA:46020
A6TAG8,RHEA:46020
A7MP11,RHEA:46020
A7N4V5,RHEA:46020
A8AH93,RHEA:46020
A8FUF8,RHEA:46020
A8H5N3,RHEA:46020
A9AIN0,RHEA:46020
A9BMZ9,RHEA:46020
B0KG76,RHEA:46020
B0TPZ1,RHEA:46020
B0U5U4,RHEA:46020
B1J593,RHEA:46020
B1KIE1,RHEA:46020
B1XXH9,RHEA:46020
B2FJE7,RHEA:46020
B2T5H8,RHEA:46020
B2VK01,RHEA:46020
B4EC82,RHEA:46020
B4RRY0,RHEA:46020
B4SMR2,RHEA:46020
B5RAV8,RHEA:46020
B5XQE5,RHEA:46020
B7IBB3,RHEA:46020
B7LQ85,RHEA:46020
B7N541,RHEA:46020
B7NTS8,RHEA:46020
B7VSY8,RHEA:46020
B8CLG1,RHEA:46020
B8E794,RHEA:46020
B9MC99,RHEA:46020
C1DCN2,RHEA:46020
C1DHB9,RHEA:46020
C3K116,RHEA:46020
C5CUN7,RHEA:46020
O54458,RHEA:46020
Q081C1,RHEA:46020
Q0A7F4,RHEA:46020
Q0AHQ0,RHEA:46020
Q0BE31,RHEA:46020
Q0HW44,RHEA:46020
Q0KA32,RHEA:46020
Q0THC5,RHEA:46020
Q0VPM2,RHEA:46020
Q128T5,RHEA:46020
Q12MN3,RHEA:46020
Q13XD2,RHEA:46020
Q15V24,RHEA:46020
Q1BHG6,RHEA:46020
Q1GZ66,RHEA:46020
Q1ICM7,RHEA:46020
Q1J0R0,RHEA:46020
Q1LNE1,RHEA:46020
Q1QVU4,RHEA:46020
Q21WD9,RHEA:46020
Q2L142,RHEA:46020
Q2NT22,RHEA:46020
Q2SK73,RHEA:46020
Q2SWY2,RHEA:46020
Q2YAC1,RHEA:46020
Q321G0,RHEA:46020
Q39F59,RHEA:46020
Q3ICL0,RHEA:46020
Q3KFE4,RHEA:46020
Q3SL47,RHEA:46020
Q3Z250,RHEA:46020
Q470F3,RHEA:46020
Q47F76,RHEA:46020
Q47ZQ7,RHEA:46020
Q48JZ6,RHEA:46020
Q4FS24,RHEA:46020
Q4KFJ6,RHEA:46020
Q4UVA7,RHEA:46020
Q4ZUP0,RHEA:46020
Q5FA32,RHEA:46020
Q5H0Q5,RHEA:46020
Q5NZS9,RHEA:46020
Q5PH77,RHEA:46020
Q5QZ06,RHEA:46020
Q5WWF5,RHEA:46020
Q5X535,RHEA:46020
Q5ZVB2,RHEA:46020
Q63T28,RHEA:46020
Q6AK68,RHEA:46020
Q6D636,RHEA:46020
Q6F9R8,RHEA:46020
Q6LRB9,RHEA:46020
Q7N3T4,RHEA:46020
Q7NRS0,RHEA:46020
Q7VYB4,RHEA:46020
Q7WJ78,RHEA:46020
Q81ZK5,RHEA:46020
Q83WU4,RHEA:46020
Q87E04,RHEA:46020
Q87J80,RHEA:46020
Q883Q9,RHEA:46020
Q88L54,RHEA:46020
Q8D7Y9,RHEA:46020
Q8EDU8,RHEA:46020
Q8P8S4,RHEA:46020
Q8PKW5,RHEA:46020
Q8XZH5,RHEA:46020
Q8ZDY4,RHEA:46020
Q9I2X0,RHEA:46020
Q9JVI4,RHEA:46020
Q9K0I1,RHEA:46020
Q9KKW4,RHEA:46020
Q9PDW9,RHEA:46020
Q9RTN2,RHEA:46020
O31440,RHEA:46024
O31440,RHEA:46028
O31440,RHEA:46032
O00142,RHEA:46040
Q9N0C5,RHEA:46040
Q9R088,RHEA:46040
O75521,RHEA:46044
P23965,RHEA:46044
P42125,RHEA:46044
P42126,RHEA:46044
Q5XIC0,RHEA:46044
Q9WUR2,RHEA:46044
Q976E4,RHEA:46048
O13915,RHEA:46052
Q0II50,RHEA:46052
Q12208,RHEA:46052
Q54W16,RHEA:46052
Q5I0I5,RHEA:46052
Q6DEF6,RHEA:46052
Q7ZYI9,RHEA:46052
Q91W78,RHEA:46052
Q9BQ65,RHEA:46052
Q9VHB3,RHEA:46052
A4IFP3,RHEA:46056
Q8K1P9,RHEA:46056
Q9JJE7,RHEA:46056
Q9Y5Q0,RHEA:46056
A4UVI1,RHEA:46060
O60427,RHEA:46060
Q920L1,RHEA:46060
Q920R3,RHEA:46060
A4FV48,RHEA:46064
O95864,RHEA:46064
Q4R749,RHEA:46064
Q5REA7,RHEA:46064
Q9Z0R9,RHEA:46064
Q9Z122,RHEA:46064
O75521,RHEA:46068
Q5XIC0,RHEA:46068
Q78JN3,RHEA:46068
Q9WUR2,RHEA:46068
P0A5Y7,RHEA:46072
P0A5Y7,RHEA:46076
P0A5Y7,RHEA:46080
A6NDG6,RHEA:46084
D3ZDK7,RHEA:46084
F4JTE7,RHEA:46084
P40106,RHEA:46084
P41277,RHEA:46084
P53981,RHEA:46084
Q2T9S4,RHEA:46084
Q5F4B1,RHEA:46084
Q8CHP8,RHEA:46084
Q8VZP1,RHEA:46084
Q9P6N2,RHEA:46084
P17177,RHEA:46092
P17178,RHEA:46092
Q02318,RHEA:46092
Q9DBG1,RHEA:46092
P15150,RHEA:46100
P15393,RHEA:46100
P15538,RHEA:46100
P15539,RHEA:46100
P19099,RHEA:46100
P30099,RHEA:46100
P51663,RHEA:46100
P97720,RHEA:46100
Q29527,RHEA:46100
Q29552,RHEA:46100
Q64408,RHEA:46100
Q64658,RHEA:46100
P15150,RHEA:46104
P15393,RHEA:46104
P15538,RHEA:46104
P15539,RHEA:46104
P19099,RHEA:46104
P30099,RHEA:46104
P51663,RHEA:46104
P97720,RHEA:46104
Q29527,RHEA:46104
Q29552,RHEA:46104
Q64408,RHEA:46104
Q64658,RHEA:46104
P0A517,RHEA:46108
Q08388,RHEA:46112
Q61907,RHEA:46112
Q7YRH6,RHEA:46112
Q9UBM1,RHEA:46112
Q6KZI8,RHEA:46116
O46491,RHEA:46120
P18125,RHEA:46120
P22680,RHEA:46120
P51542,RHEA:46120
Q64505,RHEA:46120
O46491,RHEA:46124
O75881,RHEA:46124
P18125,RHEA:46124
P22680,RHEA:46124
P51542,RHEA:46124
Q60991,RHEA:46124
Q64505,RHEA:46124
Q9JKJ9,RHEA:46124
Q9NYL5,RHEA:46124
P08684,RHEA:46128
O95992,RHEA:46132
Q4G1G8,RHEA:46132
Q4QQV7,RHEA:46132
Q5PRC0,RHEA:46132
Q9Z0F5,RHEA:46132
P95483,RHEA:46136
A0A5A4DV62,RHEA:46140
P08684,RHEA:46140
P08684,RHEA:46144
B0G107,RHEA:46148
Q0VCA5,RHEA:46148
Q502K2,RHEA:46148
Q5ZJL9,RHEA:46148
Q60710,RHEA:46148
Q6INN8,RHEA:46148
Q9Y3Z3,RHEA:46148
A0KCF0,RHEA:46160
A0LNQ8,RHEA:46160
A1BAT3,RHEA:46160
A1JMU2,RHEA:46160
A1JS77,RHEA:46160
A1K9S9,RHEA:46160
A1U5D9,RHEA:46160
A1WUN2,RHEA:46160
A4JT91,RHEA:46160
A4W6F2,RHEA:46160
A4W916,RHEA:46160
A4WFE5,RHEA:46160
A4Z0W6,RHEA:46160
A5ECG6,RHEA:46160
A5G020,RHEA:46160
A5G4G8,RHEA:46160
A5VA47,RHEA:46160
A5VQI8,RHEA:46160
A6W2V6,RHEA:46160
A6X0U8,RHEA:46160
A7FNQ1,RHEA:46160
A7HVA3,RHEA:46160
A7IE31,RHEA:46160
A7ME22,RHEA:46160
A8AI59,RHEA:46160
A8ALQ5,RHEA:46160
A8AQP1,RHEA:46160
A8GCS6,RHEA:46160
A8GKL4,RHEA:46160
A8HRS7,RHEA:46160
A9AT43,RHEA:46160
A9HFY5,RHEA:46160
A9MQG7,RHEA:46160
A9MT18,RHEA:46160
A9N6R4,RHEA:46160
B0CGJ9,RHEA:46160
B0SZC3,RHEA:46160
B0UFU2,RHEA:46160
B1IPB3,RHEA:46160
B1KBY1,RHEA:46160
B1LY35,RHEA:46160
B1X4A5,RHEA:46160
B1X4R2,RHEA:46160
B1X4R3,RHEA:46160
B1Z3G9,RHEA:46160
B1ZJX9,RHEA:46160
B2IEF8,RHEA:46160
B2JML0,RHEA:46160
B2T8L2,RHEA:46160
B2VK48,RHEA:46160
B3E9H6,RHEA:46160
B3QFA1,RHEA:46160
B4EPK7,RHEA:46160
B4TWT0,RHEA:46160
B5F766,RHEA:46160
B5R1S3,RHEA:46160
B5R6H0,RHEA:46160
B5RGB7,RHEA:46160
B5RGZ7,RHEA:46160
B5XXP0,RHEA:46160
B5Y1Z9,RHEA:46160
B6ITN1,RHEA:46160
B6JBZ6,RHEA:46160
B7J4K3,RHEA:46160
B7KQ28,RHEA:46160
B7LP27,RHEA:46160
B7LVT7,RHEA:46160
B8EMJ5,RHEA:46160
B9JEB9,RHEA:46160
B9M4V3,RHEA:46160
B9M9X5,RHEA:46160
C0Q0D4,RHEA:46160
C0RJ23,RHEA:46160
C1DFX8,RHEA:46160
C3MCH2,RHEA:46160
C4L7R5,RHEA:46160
C4XGC2,RHEA:46160
C6DG98,RHEA:46160
F2Z699,RHEA:46160
F4JJJ3,RHEA:46160
M0ZYF3,RHEA:46160
M1BYJ7,RHEA:46160
O14121,RHEA:46160
O23207,RHEA:46160
O29904,RHEA:46160
O43090,RHEA:46160
O80874,RHEA:46160
P00393,RHEA:46160
P05982,RHEA:46160
P0A755,RHEA:46160
P0A758,RHEA:46160
P0AGE8,RHEA:46160
P15559,RHEA:46160
P32340,RHEA:46160
P39315,RHEA:46160
P40215,RHEA:46160
P44856,RHEA:46160
P58795,RHEA:46160
P58796,RHEA:46160
P74312,RHEA:46160
P95160,RHEA:46160
P95200,RHEA:46160
P9WHH6,RHEA:46160
Q07500,RHEA:46160
Q07TR7,RHEA:46160
Q0A961,RHEA:46160
Q0B2K2,RHEA:46160
Q0TCA9,RHEA:46160
Q0TLU3,RHEA:46160
Q11IN8,RHEA:46160
Q130C0,RHEA:46160
Q1BIC1,RHEA:46160
Q1JPL4,RHEA:46160
Q1LFW3,RHEA:46160
Q1MHW6,RHEA:46160
Q1QYF4,RHEA:46160
Q1R5T1,RHEA:46160
Q1RDL3,RHEA:46160
Q1RGF2,RHEA:46160
Q21B81,RHEA:46160
Q2FZV7,RHEA:46160
Q2IRH1,RHEA:46160
Q2LPM7,RHEA:46160
Q2RXG7,RHEA:46160
Q2YWP9,RHEA:46160
Q31GW8,RHEA:46160
Q326I7,RHEA:46160
Q32B14,RHEA:46160
Q32HQ6,RHEA:46160
Q32K50,RHEA:46160
Q39LI8,RHEA:46160
Q39XL1,RHEA:46160
Q3J8H5,RHEA:46160
Q3SU01,RHEA:46160
Q3Z3B7,RHEA:46160
Q3Z5W3,RHEA:46160
Q46B88,RHEA:46160
Q49W80,RHEA:46160
Q4L4V6,RHEA:46160
Q57D82,RHEA:46160
Q57TH5,RHEA:46160
Q5HQM1,RHEA:46160
Q5P5L5,RHEA:46160
Q5PG91,RHEA:46160
Q5PL20,RHEA:46160
Q5RD31,RHEA:46160
Q64669,RHEA:46160
Q664Q4,RHEA:46160
Q6CZU4,RHEA:46160
Q6NBB9,RHEA:46160
Q6NQE2,RHEA:46160
Q74F05,RHEA:46160
Q7N5I5,RHEA:46160
Q83PX9,RHEA:46160
Q83SQ4,RHEA:46160
Q88FF8,RHEA:46160
Q89D74,RHEA:46160
Q8CHK7,RHEA:46160
Q8CPV5,RHEA:46160
Q8G0P0,RHEA:46160
Q8GWA1,RHEA:46160
Q8GXR9,RHEA:46160
Q8H9D2,RHEA:46160
Q8NJJ9,RHEA:46160
Q8NXG0,RHEA:46160
Q8PUV4,RHEA:46160
Q8X4B4,RHEA:46160
Q8XA24,RHEA:46160
Q8YH68,RHEA:46160
Q8Z7N9,RHEA:46160
Q8Z9K1,RHEA:46160
Q8ZF61,RHEA:46160
Q8ZJC5,RHEA:46160
Q8ZQ40,RHEA:46160
Q8ZRW3,RHEA:46160
Q92PU3,RHEA:46160
Q92Y27,RHEA:46160
Q930L2,RHEA:46160
Q93T20,RHEA:46160
Q941Y8,RHEA:46160
Q941Z0,RHEA:46160
Q94BV7,RHEA:46160
Q9AA17,RHEA:46160
Q9AYU0,RHEA:46160
Q9I4V0,RHEA:46160
Q9I509,RHEA:46160
Q9LK88,RHEA:46160
Q9LSQ5,RHEA:46160
Q9LUX9,RHEA:46160
Q9RYU4,RHEA:46160
Q9SKT7,RHEA:46160
Q9ST62,RHEA:46160
Q9ST63,RHEA:46160
Q9X755,RHEA:46160
Q9XBR5,RHEA:46160
A0KCF0,RHEA:46164
A0LNQ8,RHEA:46164
A1BAT3,RHEA:46164
A1JMU2,RHEA:46164
A1JS77,RHEA:46164
A1K9S9,RHEA:46164
A1U5D9,RHEA:46164
A1WUN2,RHEA:46164
A4IFA7,RHEA:46164
A4JT91,RHEA:46164
A4W6F2,RHEA:46164
A4W916,RHEA:46164
A4WFE5,RHEA:46164
A4Z0W6,RHEA:46164
A5ECG6,RHEA:46164
A5G020,RHEA:46164
A5G4G8,RHEA:46164
A5VA47,RHEA:46164
A5VQI8,RHEA:46164
A6W2V6,RHEA:46164
A6X0U8,RHEA:46164
A7FNQ1,RHEA:46164
A7HVA3,RHEA:46164
A7IE31,RHEA:46164
A7ME22,RHEA:46164
A8AI59,RHEA:46164
A8ALQ5,RHEA:46164
A8AQP1,RHEA:46164
A8GCS6,RHEA:46164
A8GKL4,RHEA:46164
A8HRS7,RHEA:46164
A9AT43,RHEA:46164
A9HFY5,RHEA:46164
A9MQG7,RHEA:46164
A9MT18,RHEA:46164
A9N6R4,RHEA:46164
B0CGJ9,RHEA:46164
B0SZC3,RHEA:46164
B0UFU2,RHEA:46164
B1IPB3,RHEA:46164
B1KBY1,RHEA:46164
B1LY35,RHEA:46164
B1Z3G9,RHEA:46164
B1ZJX9,RHEA:46164
B2GV72,RHEA:46164
B2IEF8,RHEA:46164
B2JML0,RHEA:46164
B2T8L2,RHEA:46164
B2VK48,RHEA:46164
B3E9H6,RHEA:46164
B3QFA1,RHEA:46164
B4EPK7,RHEA:46164
B4TWT0,RHEA:46164
B5F766,RHEA:46164
B5R1S3,RHEA:46164
B5R6H0,RHEA:46164
B5RGB7,RHEA:46164
B5RGZ7,RHEA:46164
B5XXP0,RHEA:46164
B5Y1Z9,RHEA:46164
B6ITN1,RHEA:46164
B6JBZ6,RHEA:46164
B7J4K3,RHEA:46164
B7KQ28,RHEA:46164
B7LP27,RHEA:46164
B7LVT7,RHEA:46164
B8EMJ5,RHEA:46164
B9JEB9,RHEA:46164
B9M4V3,RHEA:46164
B9M9X5,RHEA:46164
C0Q0D4,RHEA:46164
C0RJ23,RHEA:46164
C1DFX8,RHEA:46164
C3MCH2,RHEA:46164
C4L7R5,RHEA:46164
C4XGC2,RHEA:46164
C6DG98,RHEA:46164
O23207,RHEA:46164
O29904,RHEA:46164
O75828,RHEA:46164
P05982,RHEA:46164
P0A755,RHEA:46164
P0A758,RHEA:46164
P0AEY5,RHEA:46164
P0AGE8,RHEA:46164
P15559,RHEA:46164
P39315,RHEA:46164
P44803,RHEA:46164
P58795,RHEA:46164
P58796,RHEA:46164
P74312,RHEA:46164
P9WHH6,RHEA:46164
Q07TR7,RHEA:46164
Q0A961,RHEA:46164
Q0B2K2,RHEA:46164
Q0TCA9,RHEA:46164
Q0TLU3,RHEA:46164
Q11IN8,RHEA:46164
Q130C0,RHEA:46164
Q1BIC1,RHEA:46164
Q1LFW3,RHEA:46164
Q1MHW6,RHEA:46164
Q1QYF4,RHEA:46164
Q1R5T1,RHEA:46164
Q1RDL3,RHEA:46164
Q1RGF2,RHEA:46164
Q21B81,RHEA:46164
Q2IRH1,RHEA:46164
Q2LPM7,RHEA:46164
Q2RXG7,RHEA:46164
Q31GW8,RHEA:46164
Q326I7,RHEA:46164
Q32B14,RHEA:46164
Q32HQ6,RHEA:46164
Q32K50,RHEA:46164
Q39LI8,RHEA:46164
Q39XL1,RHEA:46164
Q3J8H5,RHEA:46164
Q3SU01,RHEA:46164
Q3Z3B7,RHEA:46164
Q3Z5W3,RHEA:46164
Q46B88,RHEA:46164
Q57D82,RHEA:46164
Q57TH5,RHEA:46164
Q5P5L5,RHEA:46164
Q5PG91,RHEA:46164
Q5PL20,RHEA:46164
Q5RD31,RHEA:46164
Q64669,RHEA:46164
Q664Q4,RHEA:46164
Q6CZU4,RHEA:46164
Q6NBB9,RHEA:46164
Q6NQE2,RHEA:46164
Q74F05,RHEA:46164
Q7N5I5,RHEA:46164
Q7TS56,RHEA:46164
Q83PX9,RHEA:46164
Q83SQ4,RHEA:46164
Q88FF8,RHEA:46164
Q89D74,RHEA:46164
Q8CHK7,RHEA:46164
Q8G0P0,RHEA:46164
Q8H9D2,RHEA:46164
Q8K354,RHEA:46164
Q8N4T8,RHEA:46164
Q8NJJ9,RHEA:46164
Q8PUV4,RHEA:46164
Q8X4B4,RHEA:46164
Q8XA24,RHEA:46164
Q8YH68,RHEA:46164
Q8Z7N9,RHEA:46164
Q8Z9K1,RHEA:46164
Q8ZF61,RHEA:46164
Q8ZJC5,RHEA:46164
Q8ZQ40,RHEA:46164
Q8ZRW3,RHEA:46164
Q91VT4,RHEA:46164
Q92PU3,RHEA:46164
Q92Y27,RHEA:46164
Q930L2,RHEA:46164
Q93T20,RHEA:46164
Q941Y8,RHEA:46164
Q941Z0,RHEA:46164
Q9AA17,RHEA:46164
Q9AYU0,RHEA:46164
Q9I509,RHEA:46164
Q9LK88,RHEA:46164
Q9LSQ5,RHEA:46164
Q9LUX9,RHEA:46164
Q9RYU4,RHEA:46164
Q9X755,RHEA:46164
Q9XBR5,RHEA:46164
F4HUK6,RHEA:46168
M4IRL4,RHEA:46168
M4IS88,RHEA:46168
Q9SEY5,RHEA:46168
A0A0G2K047,RHEA:46172
A7MB45,RHEA:46172
F4HUK6,RHEA:46172
M4IQQ5,RHEA:46172
M4IRL4,RHEA:46172
M4IS88,RHEA:46172
O70490,RHEA:46172
Q08AH1,RHEA:46172
Q08AH3,RHEA:46172
Q14DH7,RHEA:46172
Q3UNX5,RHEA:46172
Q53FZ2,RHEA:46172
Q5REB8,RHEA:46172
Q5REV5,RHEA:46172
Q68CK6,RHEA:46172
Q6SKG1,RHEA:46172
Q8K0L3,RHEA:46172
Q91VA0,RHEA:46172
Q9BEA2,RHEA:46172
Q9H6R3,RHEA:46172
Q9SEY5,RHEA:46172
M4IQQ5,RHEA:46176
M4IS88,RHEA:46176
Q3UNX5,RHEA:46176
Q53FZ2,RHEA:46176
Q5REV5,RHEA:46176
Q6SKG1,RHEA:46176
M4IQQ5,RHEA:46180
M4IS88,RHEA:46180
Q3UNX5,RHEA:46180
Q53FZ2,RHEA:46180
Q5REV5,RHEA:46180
Q6SKG1,RHEA:46180
M4IRL4,RHEA:46184
M4IS88,RHEA:46184
Q9SEY5,RHEA:46184
B2JQY2,RHEA:46188
Q02068,RHEA:46188
Q03217,RHEA:46188
Q89PT3,RHEA:46188
O75881,RHEA:46192
Q60991,RHEA:46192
O75881,RHEA:46196
Q60991,RHEA:46196
O75881,RHEA:46200
Q60991,RHEA:46200
O75881,RHEA:46204
Q60991,RHEA:46204
O95573,RHEA:46208
Q4LDG0,RHEA:46208
Q5R668,RHEA:46208
Q63151,RHEA:46208
Q9CZW4,RHEA:46208
Q9ES38,RHEA:46208
Q9Y2P5,RHEA:46208
O31724,RHEA:46212
Q9ASY9,RHEA:46212
Q9K9G9,RHEA:46212
Q9SWB6,RHEA:46212
P56937,RHEA:46216
Q9BPX1,RHEA:46220
Q9MYP6,RHEA:46220
P0A3C0,RHEA:46228
P19925,RHEA:46228
P37695,RHEA:46228
P39144,RHEA:46228
P40683,RHEA:46228
P55810,RHEA:46228
Q53636,RHEA:46228
Q56064,RHEA:46228
Q8Z8L9,RHEA:46228
Q9F4F7,RHEA:46228
Q2HWK7,RHEA:46236
Q6RS95,RHEA:46240
Q8GZC2,RHEA:46240
A0PJ29,RHEA:46252
I2CYZ4,RHEA:46252
Q6VPV2,RHEA:46252
Q6WNG7,RHEA:46252
Q8S3C0,RHEA:46252
A0PJ29,RHEA:46256
I2CYZ4,RHEA:46256
Q6VPV2,RHEA:46256
Q6WNG7,RHEA:46256
Q8S3C0,RHEA:46256
A4KDP0,RHEA:46260
A9SIZ6,RHEA:46260
O74212,RHEA:46260
O96099,RHEA:46260
Q8S3C1,RHEA:46260
A4KDP0,RHEA:46264
A9SIZ6,RHEA:46264
O74212,RHEA:46264
O96099,RHEA:46264
Q8S3C1,RHEA:46264
Q3EBF7,RHEA:46268
Q43469,RHEA:46268
Q9FR82,RHEA:46268
Q9ZRP7,RHEA:46268
Q3EBF7,RHEA:46272
Q43469,RHEA:46272
Q9FR82,RHEA:46272
Q9ZRP7,RHEA:46272
A0A095AMW7,RHEA:46276
F9UMS6,RHEA:46276
O34962,RHEA:46276
Q48662,RHEA:46276
Q48796,RHEA:46276
C4QVU3,RHEA:46280
C8V7U7,RHEA:46280
Q5AEK8,RHEA:46280
Q6CMK7,RHEA:46280
Q8NKG8,RHEA:46280
Q8NKG9,RHEA:46280
O04353,RHEA:46284
Q9LEM9,RHEA:46284
Q9LEN0,RHEA:46284
Q9ZNW2,RHEA:46284
O04353,RHEA:46288
Q9LEM9,RHEA:46288
Q9LEN0,RHEA:46288
Q9ZNW2,RHEA:46288
P08684,RHEA:46296
P20815,RHEA:46296
P24462,RHEA:46296
Q16678,RHEA:46296
Q64429,RHEA:46296
Q64678,RHEA:46296
Q9WVK8,RHEA:46296
Q9Y6A2,RHEA:46296
Q9WVK8,RHEA:46300
Q9Y6A2,RHEA:46300
P20813,RHEA:46304
Q9WVK8,RHEA:46304
Q9Y6A2,RHEA:46304
P05093,RHEA:46308
P05185,RHEA:46308
P11715,RHEA:46308
P19100,RHEA:46308
P27786,RHEA:46308
P70687,RHEA:46308
Q29497,RHEA:46308
Q64410,RHEA:46308
Q8HYM9,RHEA:46308
Q8HYN0,RHEA:46308
Q8HYN1,RHEA:46308
Q91Z85,RHEA:46308
Q95328,RHEA:46308
Q9GLD2,RHEA:46308
Q9GMC7,RHEA:46308
Q9GMC8,RHEA:46308
Q9N0U7,RHEA:46308
Q9WVK8,RHEA:46308
Q9Y6A2,RHEA:46308
