candidate_id,evidence_quality_tier,domain_family,pfam_architecture,protein_name,organism_name,query_appearance_count,total_appearance_count,best_rank,mean_rank,compatible_appearances,mismatch_or_unsupported_appearances,query_fraction
A0A9W6SRM7,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Gram-positive cocci surface proteins LPxTG domain-containing protein,Actinorhabdospora filicis,1,1,32,32.0,0,1,0.004166666666666667
A0AAV8AUC9,D_named_predicted,plant_like_classI_II,plant_tps_full,S-(+)-linalool synthase,Rhynchospora pubera,1,1,32,32.0,1,0,0.004166666666666667
A0A175VQQ0,D_named_predicted,bacterial_classI,bacterial_classI,Fusicoccadiene synthase,Madurella mycetomatis,1,1,33,33.0,1,0,0.004166666666666667
A0A371CY43,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Lentinus brumalis,1,1,33,33.0,1,0,0.004166666666666667
A0A5C3Q0K0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Pterulicium gracile,1,1,33,33.0,0,1,0.004166666666666667
A0A6A6K7Z8,D_named_predicted,plant_like_classI_II+bacterial_classI,bacterial_classI,Terpene synthase N-terminal domain-containing protein,Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis),1,1,33,33.0,1,0,0.004166666666666667
A0A7J7GSE1,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Camellia sinensis (Tea plant) (Thea sinensis),1,1,33,33.0,0,1,0.004166666666666667
A0A8F9UAD9,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Terpene synthase,Phalaenopsis bellina,1,1,33,33.0,1,0,0.004166666666666667
A0A8H3FRD2,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Gomphillus americanus,1,1,33,33.0,1,0,0.004166666666666667
A0AA88CMP1,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Ficus carica (Common fig),1,1,33,33.0,0,1,0.004166666666666667
A0AA88RKL2,D_named_predicted,plant_like_classI_II,plant_tps_full,Alpha-farnesene synthase,Escallonia rubra,1,1,33,33.0,1,0,0.004166666666666667
A0AAU9NQJ1,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Lactuca virosa,1,1,33,33.0,0,1,0.004166666666666667
A0ABW2JRX2,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces monticola,1,1,33,33.0,1,0,0.004166666666666667
A0ACB7YNI4,D_named_predicted,triterpene_cyclase,osc_domain_fragment,Squalene cyclase N-terminal domain-containing protein,Vaccinium darrowii,1,1,33,33.0,0,1,0.004166666666666667
A0A067JTU9,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Jatropha curcas (Barbados nut),1,1,34,34.0,0,1,0.004166666666666667
A0A1R3IZL7,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Corchorus olitorius,1,1,34,34.0,0,1,0.004166666666666667
A0A1U8MPU1,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,(+)-delta-cadinene synthase isozyme A,Gossypium hirsutum (Upland cotton) (Gossypium mexicanum),1,1,34,34.0,0,1,0.004166666666666667
A0A2T2N170,D_named_predicted,bacterial_classI,bacterial_classI,Fusicoccadiene synthase,Corynespora cassiicola Philippines,1,1,34,34.0,1,0,0.004166666666666667
A0A2U1LPY5,C_homology_named,triterpene_cyclase,osc_full,Beta-amyrin synthase,Artemisia annua (Sweet wormwood),1,1,34,34.0,1,0,0.004166666666666667
A0A3L6RHI8,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Panicum miliaceum (Proso millet) (Broomcorn millet),1,1,34,34.0,0,1,0.004166666666666667
A0A445JYT6,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,"(E,E)-geranyllinalool synthase",Glycine soja (Wild soybean),1,1,34,34.0,0,1,0.004166666666666667
A0A518D6M2,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Squalene cyclase C-terminal domain-containing protein,Pirellulimonas nuda,1,1,34,34.0,0,1,0.004166666666666667
A0AAD6MTW7,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Penicillium malachiteum,1,1,34,34.0,1,0,0.004166666666666667
A0AAP0EMW9,C_homology_named,triterpene_cyclase,osc_domain_fragment,Squalene cyclase N-terminal domain-containing protein,Stephania yunnanensis,1,1,34,34.0,0,1,0.004166666666666667
A0ACC2VJ88,C_homology_named,triterpene_cyclase,osc_domain_fragment,Squalene cyclase N-terminal domain-containing protein,Naganishia friedmannii,1,1,34,34.0,0,1,0.004166666666666667
A0A0K9XGA2,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces caatingaensis,1,1,35,35.0,1,0,0.004166666666666667
A0A2I0KWX1,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Punica granatum (Pomegranate),1,1,35,35.0,0,1,0.004166666666666667
A0A370HSP0,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Nocardia pseudobrasiliensis,1,1,35,35.0,1,0,0.004166666666666667
A0A5C7IFE5,C_homology_named,plant_like_classI_II,plant_tps_full,(+)-delta-cadinene synthase,Acer yangbiense,1,1,35,35.0,1,0,0.004166666666666667
A0A8K0HFA8,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Rhamnella rubrinervis,1,1,35,35.0,0,1,0.004166666666666667
A0A9Q1GMB1,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Carnegiea gigantea,1,1,35,35.0,0,1,0.004166666666666667
A0ABQ7XU64,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Brassica napus (Rape),1,1,35,35.0,0,1,0.004166666666666667
A0ABQ8FSP1,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Macrophomina phaseolina,1,1,35,35.0,1,0,0.004166666666666667
M5G1B5,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Dacryopinax primogenitus (Brown rot fungus),1,1,35,35.0,1,0,0.004166666666666667
A0A1L9MST8,D_named_predicted,bacterial_classI,bacterial_classI,Heterokaryon incompatibility domain-containing protein,Aspergillus tubingensis (strain CBS 134.48),1,1,36,36.0,1,0,0.004166666666666667
A0A2G3A8P2,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Capsicum annuum (Capsicum pepper),1,1,36,36.0,0,1,0.004166666666666667
A0A2R6P185,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Hermanssonia centrifuga,1,1,36,36.0,1,0,0.004166666666666667
A0A3T1DBZ8,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,SLH domain-containing protein,Cohnella abietis,1,1,36,36.0,0,1,0.004166666666666667
A0A9J5ZJ64,D_named_predicted,plant_like_classI_II,plant_tps_full,Vetispiradiene synthase,Solanum commersonii (Commerson's wild potato) (Commerson's nightshade),1,1,36,36.0,1,0,0.004166666666666667
A0AAV2EKT5,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Linum trigynum,1,1,36,36.0,0,1,0.004166666666666667
A0ABD3GVN3,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Riccia sorocarpa,1,1,36,36.0,1,0,0.004166666666666667
A0ABN0ZD04,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces stramineus,1,1,36,36.0,1,0,0.004166666666666667
A0ABR3VKB5,D_named_predicted,bacterial_classI,bacterial_classI,PEX18/20/21 C-terminal domain-containing protein,Humicola insolens (Soft-rot fungus),1,1,36,36.0,1,0,0.004166666666666667
A0ACC1YLI1,C_homology_named,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase,Melia azedarach (Chinaberry tree),1,1,36,36.0,0,1,0.004166666666666667
R7S2M4,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Punctularia strigosozonata (strain HHB-11173) (White-rot fungus),1,1,36,36.0,1,0,0.004166666666666667
A0A0E0GX38,D_named_predicted,plant_like_classI_II,plant_tps_full,Terpene synthase N-terminal domain-containing protein,Oryza nivara (Indian wild rice) (Oryza sativa f. spontanea),1,1,37,37.0,1,0,0.004166666666666667
A0A1C5K9W0,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Prenyltransferase and squalene oxidase repeat-containing protein,Micromonospora humi,1,1,37,37.0,0,1,0.004166666666666667
A0A1W0VUN6,C_homology_named,triterpene_cyclase,osc_full,Terpene cyclase/mutase family member,Sorghum bicolor (Sorghum) (Sorghum vulgare),1,1,37,37.0,1,0,0.004166666666666667
A0A251SEU0,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Putative isoprenoid synthase domain-containing protein,Helianthus annuus (Common sunflower),1,1,37,37.0,0,1,0.004166666666666667
A0A4Y7KKY9,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Papaver somniferum (Opium poppy),1,1,37,37.0,0,1,0.004166666666666667
A0A6A5VWC2,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Amniculicola lignicola CBS 123094,1,1,37,37.0,0,1,0.004166666666666667
A0A7J6DYS3,D_named_predicted,plant_like_classI_II,plant_tps_full,Terpene synthase,Cannabis sativa (Hemp) (Marijuana),1,1,37,37.0,1,0,0.004166666666666667
A0A7J8YUE9,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Gossypium aridum (American cotton) (Erioxylum aridum),1,1,37,37.0,0,1,0.004166666666666667
A0A8J2KSX0,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Allacma fusca,1,1,37,37.0,1,0,0.004166666666666667
A0A8J8W7G2,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Penicillium ucsense,1,1,37,37.0,1,0,0.004166666666666667
A0A9W7J6U4,D_named_predicted,plant_like_classI_II,plant_tps_full,Terpene synthase 03,Hibiscus trionum (Flower of an hour),1,1,37,37.0,1,0,0.004166666666666667
A0AAW1HCI3,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Saponaria officinalis (Common soapwort) (Lychnis saponaria),1,1,37,37.0,0,1,0.004166666666666667
A0ABR2Q9S0,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Hibiscus sabdariffa (roselle),1,1,37,37.0,0,1,0.004166666666666667
R9WS05,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Sabinene synthase,Thuja plicata (Western red-cedar) (Giant arborvitae),1,1,37,37.0,1,0,0.004166666666666667
A0A1B6PS63,D_named_predicted,plant_like_classI_II,plant_tps_full,Terpene synthase N-terminal domain-containing protein,Sorghum bicolor (Sorghum) (Sorghum vulgare),1,1,38,38.0,0,1,0.004166666666666667
A0A2P5E530,D_named_predicted,plant_like_classI_II,plant_tps_full,S-linalool synthase,Parasponia andersonii (Sponia andersonii),1,1,38,38.0,1,0,0.004166666666666667
A0A4R5BKY4,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Actinomadura rubrisoli,1,1,38,38.0,1,0,0.004166666666666667
A0A6B7LAG2,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Terpene synthase 13,Prunella vulgaris (Common selfheal),1,1,38,38.0,1,0,0.004166666666666667
A0A7J9HBI5,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Gossypium harknessii,1,1,38,38.0,0,1,0.004166666666666667
A0A834X1D5,D_named_predicted,plant_like_classI_II,plant_tps_full,Terpene synthase 10-like,Senna tora,1,1,38,38.0,1,0,0.004166666666666667
A0A9X1PSA0,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Streptomyces muensis,1,1,38,38.0,1,0,0.004166666666666667
A0AA95ZAF0,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Terpene synthase,Psidium guajava (Guava) (Psidium pyriferum),1,1,38,38.0,0,1,0.004166666666666667
A0AAU9DGR7,C_homology_named,triterpene_cyclase,classII_cyclase_single_domain,Squalene cyclase C-terminal domain-containing protein,Xylocopilactobacillus apicola,1,1,38,38.0,0,1,0.004166666666666667
A0AAV0HWQ5,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Linum tenue,1,1,38,38.0,0,1,0.004166666666666667
A0AAV9DHB9,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,(-)-germacrene D synthase,Acorus calamus (Sweet flag),1,1,38,38.0,0,1,0.004166666666666667
A0ABR3IWF5,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Hohenbuehelia grisea,1,1,38,38.0,1,0,0.004166666666666667
A0ACC0LI67,C_homology_named,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Rhododendron molle (Chinese azalea) (Azalea mollis),1,1,38,38.0,0,1,0.004166666666666667
A0A1J8PQE1,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Rhizopogon vesiculosus,1,1,39,39.0,1,0,0.004166666666666667
A0A1L9T636,C_homology_named,bacterial_classI,bacterial_classI,DJ-1/PfpI domain-containing protein,Aspergillus sydowii CBS 593.65,1,1,39,39.0,1,0,0.004166666666666667
A0A386JUC7,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Geraniol synthetase,Phyllostachys edulis (Tortoise shell bamboo) (Bambusa edulis),1,1,39,39.0,1,0,0.004166666666666667
A0A6A5QEY0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Ampelomyces quisqualis (Powdery mildew agent),1,1,39,39.0,1,0,0.004166666666666667
A0A7J7FPZ6,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Camellia sinensis (Tea plant) (Thea sinensis),1,1,39,39.0,0,1,0.004166666666666667
A0A7J7MG99,D_named_predicted,plant_like_classI_II,plant_tps_full,(+)-delta-cadinene synthase,Kingdonia uniflora,1,1,39,39.0,1,0,0.004166666666666667
A0A804NPJ9,C_homology_named,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Zea mays (Maize),1,1,39,39.0,0,1,0.004166666666666667
A0A8H6FIP0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Letharia lupina,1,1,39,39.0,1,0,0.004166666666666667
A0A8T2QT06,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Ceratopteris richardii (Triangle waterfern),1,1,39,39.0,1,0,0.004166666666666667
A0ABD2ZJD4,D_named_predicted,plant_like_classI_II,plant_tps_full,Alpha-farnesene synthase,Cinchona calisaya,1,1,39,39.0,1,0,0.004166666666666667
A0ABD3HXI4,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Riccia sorocarpa,1,1,39,39.0,1,0,0.004166666666666667
A0ABR2AW34,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Hibiscus sabdariffa (roselle),1,1,39,39.0,0,1,0.004166666666666667
A0A0C3MF46,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Tulasnella calospora MUT 4182,1,1,40,40.0,1,0,0.004166666666666667
A0A2H5QFG5,D_named_predicted,plant_like_classI_II,plant_tps_full,(+)-delta-cadinene synthase,Citrus unshiu (Satsuma mandarin) (Citrus nobilis var. unshiu),1,1,40,40.0,1,0,0.004166666666666667
A0A2K1WMK9,D_named_predicted,plant_like_classI_II,plant_tps_full,Leucine-rich repeat-containing N-terminal plant-type domain-containing protein,Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa),1,1,40,40.0,1,0,0.004166666666666667
A0A553HY56,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Xylaria flabelliformis,1,1,40,40.0,1,0,0.004166666666666667
A0A6B8MVT0,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Terpene synthase 6 (EC 4.2.3.39),Taiwania cryptomerioides (Coffin tree),1,1,40,40.0,1,0,0.004166666666666667
A0A7J0DLJ2,D_named_predicted,plant_like_classI_II,plant_tps_full,Terpenoid cyclases/Protein prenyltransferases superfamily protein,Actinidia rufa,1,1,40,40.0,1,0,0.004166666666666667
A0A9N9XTG7,D_named_predicted,bacterial_classI,bacterial_classI,Terpenoid synthase,Clonostachys byssicola,1,1,40,40.0,1,0,0.004166666666666667
A0AAE1W924,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,"Syn-copalyl diphosphate synthase TPS3, chloroplastic",Sesamum angolense,1,1,40,40.0,0,1,0.004166666666666667
A0AAN8YGM1,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Solanum bulbocastanum (Ornamental nightshade),1,1,40,40.0,0,1,0.004166666666666667
A0ABU6WE13,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Stylosanthes scabra,1,1,40,40.0,0,1,0.004166666666666667
A0AC58U5B9,D_named_predicted,plant_like_classI_II,plant_tps_full,"Terpineol synthase, chloroplastic-like",Nicotiana tabacum (Common tobacco),1,1,40,40.0,1,0,0.004166666666666667
A0A060ZZR1,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces iranensis,1,1,41,41.0,1,0,0.004166666666666667
A0A1R3K681,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Corchorus capsularis (Jute),1,1,41,41.0,0,1,0.004166666666666667
A0A1U7ZE50,D_named_predicted,plant_like_classI_II,plant_tps_full,(-)-alpha-terpineol synthase-like,Nelumbo nucifera (Sacred lotus),1,1,41,41.0,1,0,0.004166666666666667
A0A439D9A2,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Squalene cyclase C-terminal domain-containing protein,Xylaria grammica,1,1,41,41.0,0,1,0.004166666666666667
A0A5B9G8D2,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Alpha-cis-bergamotene synthase,Prunus dulcis (Almond) (Amygdalus dulcis),1,1,41,41.0,1,0,0.004166666666666667
A0A7J7GRB4,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Camellia sinensis (Tea plant) (Thea sinensis),1,1,41,41.0,0,1,0.004166666666666667
A0A9P5YAF7,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Collybia nuda,1,1,41,41.0,1,0,0.004166666666666667
A0ABD3ACK9,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Cinchona calisaya,1,1,41,41.0,0,1,0.004166666666666667
A0ABV9B1Y1,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces vulcanius,1,1,41,41.0,1,0,0.004166666666666667
C5FGL9,D_named_predicted,bacterial_classI,bacterial_classI,Geranylgeranyl pyrophosphate synthase,Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis),1,1,41,41.0,1,0,0.004166666666666667
A0A0W0V2J2,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Legionella israelensis,1,1,42,42.0,1,0,0.004166666666666667
A0A1D7Y3Q7,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Streptomyces fodineus,1,1,42,42.0,1,0,0.004166666666666667
A0A2U1N5S8,D_named_predicted,plant_like_classI_II,plant_tps_full,Epi-cedrol synthase,Artemisia annua (Sweet wormwood),1,1,42,42.0,0,1,0.004166666666666667
A0A517PAQ5,D_named_predicted,triterpene_cyclase,osc_domain_fragment,Cytochrome c domain-containing protein,Alienimonas californiensis,1,1,42,42.0,0,1,0.004166666666666667
A0A5N6MBI8,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Mikania micrantha (bitter vine),1,1,42,42.0,0,1,0.004166666666666667
A0A6B7LI86,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Terpene synthase 7,Scutellaria barbata,1,1,42,42.0,1,0,0.004166666666666667
A0A835CD47,D_named_predicted,plant_like_classI_II,plant_tps_full,"Myrcene synthase, chloroplastic-like isoform X2",Senna tora,1,1,42,42.0,1,0,0.004166666666666667
A0A8H5GRS0,C_homology_named,bacterial_classI,bacterial_classI,Cytochrome P450,Collybiopsis confluens,1,1,42,42.0,1,0,0.004166666666666667
A0A8I2YL26,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Boletus reticuloceps,1,1,42,42.0,1,0,0.004166666666666667
A0A926DBQ2,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Terpene cyclase/mutase family protein,Feifania hominis,1,1,42,42.0,0,1,0.004166666666666667
A0AA39SRU8,C_homology_named,triterpene_cyclase,classII_cyclase_single_domain,Squalene cyclase C-terminal domain-containing protein,Acer saccharum (Sugar maple),1,1,42,42.0,0,1,0.004166666666666667
A0AAD8HLR0,D_named_predicted,plant_like_classI_II,plant_tps_full,(-)-alpha-terpineol synthase,Heracleum sosnowskyi,1,1,42,42.0,1,0,0.004166666666666667
A0AAV0M291,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Linum tenue,1,1,42,42.0,0,1,0.004166666666666667
A0AC58U5A1,D_named_predicted,plant_like_classI_II,plant_tps_full,"(-)-camphene/tricyclene synthase, chloroplastic isoform X4",Nicotiana tabacum (Common tobacco),1,1,42,42.0,1,0,0.004166666666666667
A0ACB8KB18,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis),1,1,42,42.0,0,1,0.004166666666666667
A0A251VHR6,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,"Putative reverse transcriptase domain, Zinc finger, CCHC-type, Isoprenoid synthase domain protein",Helianthus annuus (Common sunflower),1,1,43,43.0,0,1,0.004166666666666667
A0A443S3X6,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Leptotrombidium deliense,1,1,43,43.0,1,0,0.004166666666666667
A0A453R3L4,C_homology_named,triterpene_cyclase,osc_domain_fragment,Squalene cyclase N-terminal domain-containing protein,Aegilops tauschii subsp. strangulata (Goatgrass),1,1,43,43.0,0,1,0.004166666666666667
A0A5C3LPG1,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Crucibulum laeve,1,1,43,43.0,1,0,0.004166666666666667
A0A9P0YIX7,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Cuscuta europaea (European dodder),1,1,43,43.0,0,1,0.004166666666666667
D8R1I0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Selaginella moellendorffii (Gemmiferous spikemoss) (Kungiselaginella moellendorffii),1,1,43,43.0,1,0,0.004166666666666667
D8T7C7,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Selaginella moellendorffii (Gemmiferous spikemoss) (Kungiselaginella moellendorffii),1,1,43,43.0,0,1,0.004166666666666667
G0XS43,C_homology_named,triterpene_cyclase,classII_cyclase_single_domain,Oxisqualene cyclase,Prochloron didemni P2-Fiji,1,1,43,43.0,0,1,0.004166666666666667
A0A068VI46,D_named_predicted,plant_like_classI_II,plant_tps_full,Terpene synthase N-terminal domain-containing protein,Coffea canephora (Robusta coffee),1,1,44,44.0,1,0,0.004166666666666667
A0A5C6AMG5,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Pectic acid lyase,Botrimarina colliarenosi,1,1,44,44.0,0,1,0.004166666666666667
A0A5M3ZA39,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Aspergillus terreus,1,1,44,44.0,1,0,0.004166666666666667
A0A6A5CBU7,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Naegleria fowleri (Brain eating amoeba),1,1,44,44.0,1,0,0.004166666666666667
A0A9Q1A878,D_named_predicted,plant_like_classI_II,plant_tps_full,Terpene synthase N-terminal domain-containing protein,Salix koriyanagi,1,1,44,44.0,1,0,0.004166666666666667
A0AA40EHF9,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Schizothecium vesticola,1,1,44,44.0,0,1,0.004166666666666667
A0AAD5J460,C_homology_named,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Acer negundo (Box elder),1,1,44,44.0,0,1,0.004166666666666667
A0A0E0CK58,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Oryza meridionalis,1,1,45,45.0,0,1,0.004166666666666667
A0A226DD78,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Folsomia candida (Springtail),1,1,45,45.0,1,0,0.004166666666666667
A0A2G2YU49,C_homology_named,triterpene_cyclase,osc_full,Beta-amyrin synthase,Capsicum annuum (Capsicum pepper),1,1,45,45.0,0,1,0.004166666666666667
A0A7J7MQI5,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Cleavage stimulation factor 50 kDa subunit,Kingdonia uniflora,1,1,45,45.0,0,1,0.004166666666666667
A0A8H4J600,D_named_predicted,bacterial_classI,bacterial_classI,NAD-binding-like protein,Botryosphaeria dothidea,1,1,45,45.0,1,0,0.004166666666666667
A0A9D4VWR7,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Pisum sativum (Garden pea) (Lathyrus oleraceus),1,1,45,45.0,0,1,0.004166666666666667
A0A9E7H2Y1,D_named_predicted,plant_like_classI_II,plant_tps_full,"Terpene synthase family, metal binding domain",Musa troglodytarum (fe'i banana),1,1,45,45.0,1,0,0.004166666666666667
A0AAD7IUJ6,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Mycena metata,1,1,45,45.0,1,0,0.004166666666666667
A0ABQ7D199,C_homology_named,plant_like_classI_II,plant_tps_full,Terpene synthase N-terminal domain-containing protein,Brassica cretica (Mustard),1,1,45,45.0,0,1,0.004166666666666667
A0ABS8SPV2,C_homology_named,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Datura stramonium (Jimsonweed) (Common thornapple),1,1,45,45.0,0,1,0.004166666666666667
A0A0S4QF53,C_homology_named,triterpene_cyclase,osc_full,Squalene-hopene/tetraprenyl-beta-curcumene cyclase,Parafrankia irregularis,1,1,46,46.0,1,0,0.004166666666666667
A0A835ESQ0,C_homology_named,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Digitaria exilis,1,1,46,46.0,0,1,0.004166666666666667
