Entry,rhea_id,protein_seen,reaction_seen,protein_cluster,reaction_cluster,protein_fold,reaction_fold
MARTS_SEQ_c97e8276a98dab0a,MARTS_RXN_9e53a73973061d2f,True,False,MARTS_SEQ_466c4959a1423ba8,C20_GGPP_like::MARTS_RXN_00588b0f0a754835,0,2
MARTS_SEQ_0b60fb8ba46a339a,MARTS_RXN_bbce0c9a00867f6f,True,True,MARTS_SEQ_466c4959a1423ba8,C20_GGPP_like::MARTS_RXN_00588b0f0a754835,0,2
MARTS_SEQ_2f58f397dd03774e,MARTS_RXN_030ced04f7a341d7,False,True,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_030ced04f7a341d7,3,2
MARTS_SEQ_44f8cc415dd00680,MARTS_RXN_af6c10b224526fc4,True,False,MARTS_SEQ_4be317fd97d4a36e,C15_FPP_like::MARTS_RXN_1b487b81876e118b,0,2
MARTS_SEQ_f6160c01350f811f,MARTS_RXN_264d20fcc642e814,False,True,MARTS_SEQ_29e6ce381eb50a2f,C10_GPP_like::MARTS_RXN_264d20fcc642e814,0,3
MARTS_SEQ_b9b54421e0ae86f9,MARTS_RXN_ed65fc0ae86103c3,False,False,MARTS_SEQ_1a62f23ed9190525,C15_FPP_like::MARTS_RXN_ed65fc0ae86103c3,0,4
MARTS_SEQ_b9b54421e0ae86f9,MARTS_RXN_2f66322fcd3079e5,False,True,MARTS_SEQ_1a62f23ed9190525,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5,0,1
MARTS_SEQ_b9b54421e0ae86f9,MARTS_RXN_081cddde5cfec930,False,True,MARTS_SEQ_1a62f23ed9190525,C15_FPP_like::MARTS_RXN_081cddde5cfec930,0,3
MARTS_SEQ_b420944b29a41951,MARTS_RXN_effb285ed78e9c48,True,True,MARTS_SEQ_b420944b29a41951,C15_FPP_like::MARTS_RXN_effb285ed78e9c48,4,2
MARTS_SEQ_eb865f750ce93fc3,MARTS_RXN_e1b21c993a0c71e6,True,True,MARTS_SEQ_c9295eb10dd97e65,C15_FPP_like::MARTS_RXN_e1b21c993a0c71e6,0,3
MARTS_SEQ_eb865f750ce93fc3,MARTS_RXN_aa1c51dc47fedf4f,True,True,MARTS_SEQ_c9295eb10dd97e65,C15_FPP_like::MARTS_RXN_aa1c51dc47fedf4f,0,0
MARTS_SEQ_ddc2dafb7154d92a,MARTS_RXN_86ad65662f492c15,True,False,MARTS_SEQ_ddc2dafb7154d92a,C20_GGPP_like::MARTS_RXN_86ad65662f492c15,4,3
MARTS_SEQ_a19a213461aa7dce,MARTS_RXN_accbb7c49b4731b0,True,False,MARTS_SEQ_a19a213461aa7dce,C20_GGPP_like::MARTS_RXN_561d9f61c555bf15,0,1
MARTS_SEQ_a19a213461aa7dce,MARTS_RXN_561d9f61c555bf15,True,True,MARTS_SEQ_a19a213461aa7dce,C20_GGPP_like::MARTS_RXN_561d9f61c555bf15,0,1
MARTS_SEQ_a19a213461aa7dce,MARTS_RXN_ff0c2ddf47874579,True,True,MARTS_SEQ_a19a213461aa7dce,C20_GGPP_like::MARTS_RXN_2e59d1c7b929f7af,0,1
MARTS_SEQ_a19a213461aa7dce,MARTS_RXN_6c1cbb35db925c2f,True,False,MARTS_SEQ_a19a213461aa7dce,C20_GGPP_like::MARTS_RXN_2e59d1c7b929f7af,0,1
MARTS_SEQ_9108787df03865bb,MARTS_RXN_fa0e122a530ffc89,False,False,MARTS_SEQ_9108787df03865bb,C25_GFPP_like::MARTS_RXN_76627c4c8e958b6b,4,4
MARTS_SEQ_9108787df03865bb,MARTS_RXN_9927ff5db9e4a239,False,False,MARTS_SEQ_9108787df03865bb,C25_GFPP_like::MARTS_RXN_76627c4c8e958b6b,4,4
MARTS_SEQ_9108787df03865bb,MARTS_RXN_27964350d2e04d49,False,False,MARTS_SEQ_9108787df03865bb,C25_GFPP_like::MARTS_RXN_0e80c1eb7cd88556,4,1
MARTS_SEQ_9108787df03865bb,MARTS_RXN_76627c4c8e958b6b,False,False,MARTS_SEQ_9108787df03865bb,C25_GFPP_like::MARTS_RXN_76627c4c8e958b6b,4,4
MARTS_SEQ_9108787df03865bb,MARTS_RXN_4ceba15356bf3b90,False,False,MARTS_SEQ_9108787df03865bb,C25_GFPP_like::MARTS_RXN_4ceba15356bf3b90,4,4
MARTS_SEQ_9108787df03865bb,MARTS_RXN_eddada43cb766fb4,False,False,MARTS_SEQ_9108787df03865bb,C25_GFPP_like::MARTS_RXN_eddada43cb766fb4,4,1
MARTS_SEQ_9108787df03865bb,MARTS_RXN_0e80c1eb7cd88556,False,False,MARTS_SEQ_9108787df03865bb,C25_GFPP_like::MARTS_RXN_0e80c1eb7cd88556,4,1
MARTS_SEQ_9108787df03865bb,MARTS_RXN_16e609c93e52c631,False,False,MARTS_SEQ_9108787df03865bb,C25_GFPP_like::MARTS_RXN_0e80c1eb7cd88556,4,1
MARTS_SEQ_9108787df03865bb,MARTS_RXN_54f511ec76329856,False,False,MARTS_SEQ_9108787df03865bb,C25_GFPP_like::MARTS_RXN_54f511ec76329856,4,0
MARTS_SEQ_8140570505810443,MARTS_RXN_31029ac2a5b7a0fa,False,True,MARTS_SEQ_4b9c2cf5fe814268,C20_GGPP_like::MARTS_RXN_31029ac2a5b7a0fa,4,1
MARTS_SEQ_8140570505810443,MARTS_RXN_769df5ece0f33f46,False,False,MARTS_SEQ_4b9c2cf5fe814268,C20_GGPP_like::MARTS_RXN_4fba5e08211844e3,4,1
MARTS_SEQ_8140570505810443,MARTS_RXN_eba646fdd0707683,False,False,MARTS_SEQ_4b9c2cf5fe814268,C20_GGPP_like::MARTS_RXN_eba646fdd0707683,4,2
MARTS_SEQ_8140570505810443,MARTS_RXN_e056c9e6d498412e,False,False,MARTS_SEQ_4b9c2cf5fe814268,C20_GGPP_like::MARTS_RXN_e056c9e6d498412e,4,1
MARTS_SEQ_070cc90dff27ae54,MARTS_RXN_9c7db311ef6f788e,False,False,MARTS_SEQ_070cc90dff27ae54,C20_GGPP_like::MARTS_RXN_4d9779092922e63a,3,0
MARTS_SEQ_070cc90dff27ae54,MARTS_RXN_baa96a7e0621b577,False,True,MARTS_SEQ_070cc90dff27ae54,C20_GGPP_like::MARTS_RXN_56f1be1c880d5e55,3,0
MARTS_SEQ_070cc90dff27ae54,MARTS_RXN_0b0f5e083f773cac,False,False,MARTS_SEQ_070cc90dff27ae54,C20_GGPP_like::MARTS_RXN_0b0f5e083f773cac,3,3
MARTS_SEQ_070cc90dff27ae54,MARTS_RXN_a9c17147ad90cb93,False,False,MARTS_SEQ_070cc90dff27ae54,C20_GGPP_like::MARTS_RXN_a9c17147ad90cb93,3,4
MARTS_SEQ_070cc90dff27ae54,MARTS_RXN_4d9779092922e63a,False,False,MARTS_SEQ_070cc90dff27ae54,C20_GGPP_like::MARTS_RXN_4d9779092922e63a,3,0
MARTS_SEQ_369d56452fbc28d4,MARTS_RXN_055064ae05a5ffc0,False,False,MARTS_SEQ_369d56452fbc28d4,C25_GFPP_like::MARTS_RXN_055064ae05a5ffc0,3,0
MARTS_SEQ_369d56452fbc28d4,MARTS_RXN_8551b0818261b1a3,False,False,MARTS_SEQ_369d56452fbc28d4,C25_GFPP_like::MARTS_RXN_055064ae05a5ffc0,3,0
MARTS_SEQ_369d56452fbc28d4,MARTS_RXN_aaa305f17a3010cd,False,False,MARTS_SEQ_369d56452fbc28d4,C25_GFPP_like::MARTS_RXN_3bed24cf1ac1aa2f,3,2
MARTS_SEQ_57081f6fc1653739,MARTS_RXN_66d9eb264140e204,False,False,MARTS_SEQ_57081f6fc1653739,C25_GFPP_like::MARTS_RXN_66d9eb264140e204,3,1
MARTS_SEQ_57081f6fc1653739,MARTS_RXN_90222bd6d2549cad,False,True,MARTS_SEQ_57081f6fc1653739,C25_GFPP_like::MARTS_RXN_033964ff02d82d4e,3,2
MARTS_SEQ_57081f6fc1653739,MARTS_RXN_2d4d4df1341bbfa9,False,False,MARTS_SEQ_57081f6fc1653739,C25_GFPP_like::MARTS_RXN_2d4d4df1341bbfa9,3,2
MARTS_SEQ_57081f6fc1653739,MARTS_RXN_b72409fe507d2e20,False,False,MARTS_SEQ_57081f6fc1653739,C25_GFPP_like::MARTS_RXN_2d4d4df1341bbfa9,3,2
MARTS_SEQ_57081f6fc1653739,MARTS_RXN_5c2828b66ca05388,False,False,MARTS_SEQ_57081f6fc1653739,C25_GFPP_like::MARTS_RXN_5c2828b66ca05388,3,2
MARTS_SEQ_57081f6fc1653739,MARTS_RXN_3fcdccf20787302c,False,False,MARTS_SEQ_57081f6fc1653739,C25_GFPP_like::MARTS_RXN_3fcdccf20787302c,3,3
MARTS_SEQ_4d73f2c2cebedc27,MARTS_RXN_2d848cafa6c3ce23,False,False,MARTS_SEQ_4d73f2c2cebedc27,C20_GGPP_like::MARTS_RXN_2d848cafa6c3ce23,1,0
MARTS_SEQ_4d73f2c2cebedc27,MARTS_RXN_6385ac1fa7a9794c,False,False,MARTS_SEQ_4d73f2c2cebedc27,C20_GGPP_like::MARTS_RXN_2d848cafa6c3ce23,1,0
MARTS_SEQ_4d73f2c2cebedc27,MARTS_RXN_714817f4ca78ea2c,False,False,MARTS_SEQ_4d73f2c2cebedc27,C20_GGPP_like::MARTS_RXN_714817f4ca78ea2c,1,4
MARTS_SEQ_0f68d91be591d1e9,MARTS_RXN_4959109219e54711,False,False,MARTS_SEQ_df3de39c7c173559,C20_GGPP_like::MARTS_RXN_4959109219e54711,3,1
MARTS_SEQ_0f68d91be591d1e9,MARTS_RXN_fd49ae10b01dfae9,False,False,MARTS_SEQ_df3de39c7c173559,C20_GGPP_like::MARTS_RXN_4959109219e54711,3,1
MARTS_SEQ_0f68d91be591d1e9,MARTS_RXN_6b2dcf26c8922a57,False,False,MARTS_SEQ_df3de39c7c173559,C20_GGPP_like::MARTS_RXN_6b2dcf26c8922a57,3,1
MARTS_SEQ_0f68d91be591d1e9,MARTS_RXN_66c7e35bfd6ad52c,False,False,MARTS_SEQ_df3de39c7c173559,C25_GFPP_like::MARTS_RXN_66c7e35bfd6ad52c,3,3
MARTS_SEQ_0f68d91be591d1e9,MARTS_RXN_a40190329c758c7f,False,False,MARTS_SEQ_df3de39c7c173559,C25_GFPP_like::MARTS_RXN_2a8513f7b1f9b3aa,3,1
MARTS_SEQ_0f68d91be591d1e9,MARTS_RXN_2a8513f7b1f9b3aa,False,False,MARTS_SEQ_df3de39c7c173559,C25_GFPP_like::MARTS_RXN_2a8513f7b1f9b3aa,3,1
MARTS_SEQ_0f68d91be591d1e9,MARTS_RXN_d0442569d82cdfbe,False,True,MARTS_SEQ_df3de39c7c173559,C15_FPP_like::MARTS_RXN_d0442569d82cdfbe,3,2
MARTS_SEQ_0f68d91be591d1e9,MARTS_RXN_2f66322fcd3079e5,False,True,MARTS_SEQ_df3de39c7c173559,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5,3,1
MARTS_SEQ_0f68d91be591d1e9,MARTS_RXN_a9dae59672a6db7a,False,True,MARTS_SEQ_df3de39c7c173559,C15_FPP_like::MARTS_RXN_a9dae59672a6db7a,3,2
MARTS_SEQ_79d91ed587e26e50,MARTS_RXN_0aa1aeb0f8d8f23a,False,False,MARTS_SEQ_79d91ed587e26e50,C15_FPP_like::MARTS_RXN_0aa1aeb0f8d8f23a,1,4
MARTS_SEQ_c28cf13e99e914b2,MARTS_RXN_fa03c166bbd74319,False,False,MARTS_SEQ_c28cf13e99e914b2,C20_GGPP_like::MARTS_RXN_fa03c166bbd74319,0,4
MARTS_SEQ_c28cf13e99e914b2,MARTS_RXN_f5414ceb0f1f5ab4,False,False,MARTS_SEQ_c28cf13e99e914b2,C20_GGPP_like::MARTS_RXN_a5374cc39ade96ae,0,0
MARTS_SEQ_c28cf13e99e914b2,MARTS_RXN_a5374cc39ade96ae,False,False,MARTS_SEQ_c28cf13e99e914b2,C20_GGPP_like::MARTS_RXN_a5374cc39ade96ae,0,0
MARTS_SEQ_b1b00b04a886c1af,MARTS_RXN_b1f6de0feffa6a5e,False,False,MARTS_SEQ_b1b00b04a886c1af,C15_FPP_like::MARTS_RXN_458f0538d21fa0df,2,4
MARTS_SEQ_7e8825a783209909,MARTS_RXN_2e5de5bb57ab7647,False,False,MARTS_SEQ_7e8825a783209909,C15_FPP_like::MARTS_RXN_2e5de5bb57ab7647,2,0
MARTS_SEQ_2e255e55f5ae5e4b,MARTS_RXN_877408d79e1b5e00,False,False,MARTS_SEQ_2e255e55f5ae5e4b,C15_FPP_like::MARTS_RXN_577afee79e2cab7f,1,3
MARTS_SEQ_ab2ad9011eaaba96,MARTS_RXN_d86b1fdbc72dc191,False,False,MARTS_SEQ_ab2ad9011eaaba96,C15_FPP_like::MARTS_RXN_a9dae59672a6db7a,3,2
MARTS_SEQ_ab2ad9011eaaba96,MARTS_RXN_8d064654eda71035,False,True,MARTS_SEQ_ab2ad9011eaaba96,C10_GPP_like::MARTS_RXN_8d064654eda71035,3,4
MARTS_SEQ_0f4ffa715f260a51,MARTS_RXN_b44a6383dd2aaa1e,False,False,MARTS_SEQ_0f4ffa715f260a51,C15_FPP_like::MARTS_RXN_b44a6383dd2aaa1e,4,3
MARTS_SEQ_be685484d105af76,MARTS_RXN_aa1c51dc47fedf4f,False,True,MARTS_SEQ_5311f17bf71dd5a8,C15_FPP_like::MARTS_RXN_aa1c51dc47fedf4f,2,0
MARTS_SEQ_2f20ba3c9d83bab5,MARTS_RXN_a1bdb236418d6df7,False,False,MARTS_SEQ_2f20ba3c9d83bab5,C25_GFPP_like::MARTS_RXN_a1bdb236418d6df7,2,3
MARTS_SEQ_2f20ba3c9d83bab5,MARTS_RXN_b3860010df2b771f,False,False,MARTS_SEQ_2f20ba3c9d83bab5,C25_GFPP_like::MARTS_RXN_b3860010df2b771f,2,4
MARTS_SEQ_2f20ba3c9d83bab5,MARTS_RXN_bac5b3b4b30df15d,False,False,MARTS_SEQ_2f20ba3c9d83bab5,C25_GFPP_like::MARTS_RXN_8b03f1de5fceaefb,2,3
MARTS_SEQ_2f20ba3c9d83bab5,MARTS_RXN_8b03f1de5fceaefb,False,False,MARTS_SEQ_2f20ba3c9d83bab5,C25_GFPP_like::MARTS_RXN_8b03f1de5fceaefb,2,3
MARTS_SEQ_2f20ba3c9d83bab5,MARTS_RXN_5c2828b66ca05388,False,False,MARTS_SEQ_2f20ba3c9d83bab5,C25_GFPP_like::MARTS_RXN_5c2828b66ca05388,2,2
MARTS_SEQ_2f20ba3c9d83bab5,MARTS_RXN_5e033dc8337a67f2,False,True,MARTS_SEQ_2f20ba3c9d83bab5,C25_GFPP_like::MARTS_RXN_3bed24cf1ac1aa2f,2,2
MARTS_SEQ_2f20ba3c9d83bab5,MARTS_RXN_90bccccecf9cfb07,False,False,MARTS_SEQ_2f20ba3c9d83bab5,C25_GFPP_like::MARTS_RXN_90bccccecf9cfb07,2,3
MARTS_SEQ_ba27e34f4f9f6c45,MARTS_RXN_029b92fe95def7ba,False,False,MARTS_SEQ_ba27e34f4f9f6c45,C20_GGPP_like::MARTS_RXN_029b92fe95def7ba,0,2
MARTS_SEQ_ba27e34f4f9f6c45,MARTS_RXN_86ad65662f492c15,False,False,MARTS_SEQ_ba27e34f4f9f6c45,C20_GGPP_like::MARTS_RXN_86ad65662f492c15,0,3
MARTS_SEQ_dc345f229edd85b0,MARTS_RXN_605fa04e84674359,False,False,MARTS_SEQ_dc345f229edd85b0,C20_GGPP_like::MARTS_RXN_0b0f5e083f773cac,0,3
MARTS_SEQ_dc345f229edd85b0,MARTS_RXN_baa96a7e0621b577,False,True,MARTS_SEQ_dc345f229edd85b0,C20_GGPP_like::MARTS_RXN_56f1be1c880d5e55,0,0
MARTS_SEQ_dc345f229edd85b0,MARTS_RXN_0b0f5e083f773cac,False,False,MARTS_SEQ_dc345f229edd85b0,C20_GGPP_like::MARTS_RXN_0b0f5e083f773cac,0,3
MARTS_SEQ_dc345f229edd85b0,MARTS_RXN_9799d98e2a755a35,False,False,MARTS_SEQ_dc345f229edd85b0,C20_GGPP_like::MARTS_RXN_0b0f5e083f773cac,0,3
MARTS_SEQ_dc345f229edd85b0,MARTS_RXN_55a14b5942034dc9,False,True,MARTS_SEQ_dc345f229edd85b0,C10_GPP_like::MARTS_RXN_55a14b5942034dc9,0,2
MARTS_SEQ_dc345f229edd85b0,MARTS_RXN_77507c68e72eca5f,False,True,MARTS_SEQ_dc345f229edd85b0,C10_GPP_like::MARTS_RXN_0bc621c08854694f,0,4
MARTS_SEQ_dc345f229edd85b0,MARTS_RXN_54ce947e1616af93,False,True,MARTS_SEQ_dc345f229edd85b0,C10_GPP_like::MARTS_RXN_54ce947e1616af93,0,4
MARTS_SEQ_dc345f229edd85b0,MARTS_RXN_91d7d339e1488bd0,False,True,MARTS_SEQ_dc345f229edd85b0,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,0,0
MARTS_SEQ_dc345f229edd85b0,MARTS_RXN_e7e4baa8593b105a,False,True,MARTS_SEQ_dc345f229edd85b0,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5,0,1
MARTS_SEQ_dc345f229edd85b0,MARTS_RXN_9063c0c9ffabebd5,False,True,MARTS_SEQ_dc345f229edd85b0,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5,0,1
MARTS_SEQ_dc345f229edd85b0,MARTS_RXN_6d4b93a57332c8e7,False,True,MARTS_SEQ_dc345f229edd85b0,C15_FPP_like::MARTS_RXN_6d4b93a57332c8e7,0,1
MARTS_SEQ_c3a4c962407aa39c,MARTS_RXN_3c1616b3dda5ea0d,True,True,MARTS_SEQ_c3a4c962407aa39c,C35_long_prenyl_like::MARTS_RXN_3c1616b3dda5ea0d,1,2
MARTS_SEQ_62a78489b7a2c4a1,MARTS_RXN_c4cfcdfee60d6644,False,False,MARTS_SEQ_62a78489b7a2c4a1,C15_FPP_like::MARTS_RXN_c4cfcdfee60d6644,1,1
MARTS_SEQ_f7bba90c18ddf98b,MARTS_RXN_f12698751b7a845b,False,False,MARTS_SEQ_f7bba90c18ddf98b,C25_GFPP_like::MARTS_RXN_247c337c8f6561fa,1,1
MARTS_SEQ_f7bba90c18ddf98b,MARTS_RXN_2554ee320331a2bb,False,False,MARTS_SEQ_f7bba90c18ddf98b,C25_GFPP_like::MARTS_RXN_2554ee320331a2bb,1,3
MARTS_SEQ_f7bba90c18ddf98b,MARTS_RXN_5e033dc8337a67f2,False,True,MARTS_SEQ_f7bba90c18ddf98b,C25_GFPP_like::MARTS_RXN_3bed24cf1ac1aa2f,1,2
MARTS_SEQ_2781aa361d5971e6,MARTS_RXN_9c359e8d58c70d61,False,False,MARTS_SEQ_2781aa361d5971e6,C25_GFPP_like::MARTS_RXN_033964ff02d82d4e,2,2
MARTS_SEQ_2781aa361d5971e6,MARTS_RXN_eec1da2d17062901,False,False,MARTS_SEQ_2781aa361d5971e6,C25_GFPP_like::MARTS_RXN_033964ff02d82d4e,2,2
MARTS_SEQ_2781aa361d5971e6,MARTS_RXN_033964ff02d82d4e,False,False,MARTS_SEQ_2781aa361d5971e6,C25_GFPP_like::MARTS_RXN_033964ff02d82d4e,2,2
MARTS_SEQ_2781aa361d5971e6,MARTS_RXN_5834b8bc5c28c360,False,False,MARTS_SEQ_2781aa361d5971e6,C25_GFPP_like::MARTS_RXN_5834b8bc5c28c360,2,1
MARTS_SEQ_2781aa361d5971e6,MARTS_RXN_71aa03bcb508917c,False,False,MARTS_SEQ_2781aa361d5971e6,C25_GFPP_like::MARTS_RXN_71aa03bcb508917c,2,2
MARTS_SEQ_3bd4699ecf21dee1,MARTS_RXN_2f66322fcd3079e5,False,True,MARTS_SEQ_3bd4699ecf21dee1,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5,0,1
MARTS_SEQ_3bd4699ecf21dee1,MARTS_RXN_6701a8c266660d4b,False,True,MARTS_SEQ_3bd4699ecf21dee1,C15_FPP_like::MARTS_RXN_12ea767952411492,0,1
MARTS_SEQ_3bd4699ecf21dee1,MARTS_RXN_ed21a7eee84cf790,False,True,MARTS_SEQ_3bd4699ecf21dee1,C15_FPP_like::MARTS_RXN_577afee79e2cab7f,0,3
MARTS_SEQ_3bd4699ecf21dee1,MARTS_RXN_445d3ade582cd4d9,False,True,MARTS_SEQ_3bd4699ecf21dee1,C15_FPP_like::MARTS_RXN_12ea767952411492,0,1
MARTS_SEQ_3bd4699ecf21dee1,MARTS_RXN_6290a24f780c8fab,False,False,MARTS_SEQ_3bd4699ecf21dee1,C15_FPP_like::MARTS_RXN_6290a24f780c8fab,0,4
MARTS_SEQ_49dd3374a3241f3e,MARTS_RXN_6c7d3c1df7ff6c27,False,False,MARTS_SEQ_49dd3374a3241f3e,C15_FPP_like::MARTS_RXN_6c7d3c1df7ff6c27,3,2
MARTS_SEQ_49dd3374a3241f3e,MARTS_RXN_b0d6adf0f8f25e7b,False,True,MARTS_SEQ_49dd3374a3241f3e,C15_FPP_like::MARTS_RXN_b0d6adf0f8f25e7b,3,3
MARTS_SEQ_c7d2a6f29fe17e90,MARTS_RXN_908734b433c369e2,False,False,MARTS_SEQ_2ac3ddb9161b51f1,C15_FPP_like::MARTS_RXN_908734b433c369e2,2,4
MARTS_SEQ_2ac3ddb9161b51f1,MARTS_RXN_98758b30deafb117,False,False,MARTS_SEQ_2ac3ddb9161b51f1,C15_FPP_like::MARTS_RXN_98758b30deafb117,2,0
MARTS_SEQ_fc6431e8c56f5853,MARTS_RXN_574cd0378c5f164d,False,False,MARTS_SEQ_fc6431e8c56f5853,C15_FPP_like::MARTS_RXN_574cd0378c5f164d,4,1
MARTS_SEQ_fc6431e8c56f5853,MARTS_RXN_a835c7512bd8dffd,False,False,MARTS_SEQ_fc6431e8c56f5853,C15_FPP_like::MARTS_RXN_a835c7512bd8dffd,4,1
MARTS_SEQ_fc6431e8c56f5853,MARTS_RXN_b0d6adf0f8f25e7b,False,True,MARTS_SEQ_fc6431e8c56f5853,C15_FPP_like::MARTS_RXN_b0d6adf0f8f25e7b,4,3
MARTS_SEQ_fc6431e8c56f5853,MARTS_RXN_081cddde5cfec930,False,True,MARTS_SEQ_fc6431e8c56f5853,C15_FPP_like::MARTS_RXN_081cddde5cfec930,4,3
MARTS_SEQ_1734b6b2f13582a9,MARTS_RXN_6d4b93a57332c8e7,False,True,MARTS_SEQ_ce99bc73a284e945,C15_FPP_like::MARTS_RXN_6d4b93a57332c8e7,2,1
MARTS_SEQ_1734b6b2f13582a9,MARTS_RXN_bb0c8b67ae81b96c,False,False,MARTS_SEQ_ce99bc73a284e945,C15_FPP_like::MARTS_RXN_bb0c8b67ae81b96c,2,0
MARTS_SEQ_e3ca9c83bbbe4571,MARTS_RXN_510852dd5fb5023c,True,False,MARTS_SEQ_0208f1bad1ddf22b,C15_FPP_like::MARTS_RXN_510852dd5fb5023c,4,0
MARTS_SEQ_e3ca9c83bbbe4571,MARTS_RXN_2250a8a7fe50b40b,True,False,MARTS_SEQ_0208f1bad1ddf22b,C15_FPP_like::MARTS_RXN_2250a8a7fe50b40b,4,4
MARTS_SEQ_e3ca9c83bbbe4571,MARTS_RXN_5d4a8a447c7ef94b,True,False,MARTS_SEQ_0208f1bad1ddf22b,C15_FPP_like::MARTS_RXN_5d4a8a447c7ef94b,4,2
MARTS_SEQ_e3ca9c83bbbe4571,MARTS_RXN_1da1a2f90d9e4a78,True,False,MARTS_SEQ_0208f1bad1ddf22b,C15_FPP_like::MARTS_RXN_1da1a2f90d9e4a78,4,3
MARTS_SEQ_e3ca9c83bbbe4571,MARTS_RXN_081cddde5cfec930,True,True,MARTS_SEQ_0208f1bad1ddf22b,C15_FPP_like::MARTS_RXN_081cddde5cfec930,4,3
MARTS_SEQ_e3ca9c83bbbe4571,MARTS_RXN_2f66322fcd3079e5,True,True,MARTS_SEQ_0208f1bad1ddf22b,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5,4,1
MARTS_SEQ_e3ca9c83bbbe4571,MARTS_RXN_b0d6adf0f8f25e7b,True,True,MARTS_SEQ_0208f1bad1ddf22b,C15_FPP_like::MARTS_RXN_b0d6adf0f8f25e7b,4,3
MARTS_SEQ_cd18e080281db05d,MARTS_RXN_5904725d5317baab,False,False,MARTS_SEQ_cd18e080281db05d,C20_GGPP_like::MARTS_RXN_5904725d5317baab,1,2
MARTS_SEQ_f43558214e4cc851,MARTS_RXN_4356ef28995dc307,False,False,MARTS_SEQ_f43558214e4cc851,C20_GGPP_like::MARTS_RXN_4356ef28995dc307,4,0
MARTS_SEQ_a960d9a5407bbf85,MARTS_RXN_4b410b511327a71c,False,False,MARTS_SEQ_a960d9a5407bbf85,C20_GGPP_like::MARTS_RXN_4b410b511327a71c,4,2
MARTS_SEQ_337597695f787972,MARTS_RXN_71bb2acc38afd616,False,False,MARTS_SEQ_337597695f787972,C20_GGPP_like::MARTS_RXN_714817f4ca78ea2c,2,4
MARTS_SEQ_c7b21bce3e3a6481,MARTS_RXN_4f0796dda836bdc5,False,False,MARTS_SEQ_c7b21bce3e3a6481,C20_GGPP_like::MARTS_RXN_4f0796dda836bdc5,4,3
MARTS_SEQ_bd99fab6e943d3fb,MARTS_RXN_3b6183e9f8724d46,False,True,MARTS_SEQ_bd99fab6e943d3fb,C20_GGPP_like::MARTS_RXN_0feaca316b3fb310,2,0
MARTS_SEQ_19ca377316b68899,MARTS_RXN_3b6183e9f8724d46,False,True,MARTS_SEQ_19ca377316b68899,C20_GGPP_like::MARTS_RXN_0feaca316b3fb310,3,0
MARTS_SEQ_36a0c7d80456393e,MARTS_RXN_0b0f5e083f773cac,False,False,MARTS_SEQ_36a0c7d80456393e,C20_GGPP_like::MARTS_RXN_0b0f5e083f773cac,4,3
MARTS_SEQ_e89fa451d89c44d8,MARTS_RXN_86ce128d7d61cd1d,False,False,MARTS_SEQ_e89fa451d89c44d8,C20_GGPP_like::MARTS_RXN_0b0f5e083f773cac,1,3
MARTS_SEQ_ce92e858be1bfaf2,MARTS_RXN_bbce0c9a00867f6f,False,True,MARTS_SEQ_ce92e858be1bfaf2,C20_GGPP_like::MARTS_RXN_00588b0f0a754835,3,2
MARTS_SEQ_ce92e858be1bfaf2,MARTS_RXN_81d5aee1c089bc90,False,True,MARTS_SEQ_ce92e858be1bfaf2,C20_GGPP_like::MARTS_RXN_78399ec4fc85c2fe,3,1
MARTS_SEQ_af3333db76391017,MARTS_RXN_1c2da1449873c23c,False,False,MARTS_SEQ_9be2dfe63968285c,C20_GGPP_like::MARTS_RXN_1c2da1449873c23c,2,1
MARTS_SEQ_af3333db76391017,MARTS_RXN_769df5ece0f33f46,False,False,MARTS_SEQ_9be2dfe63968285c,C20_GGPP_like::MARTS_RXN_4fba5e08211844e3,2,1
MARTS_SEQ_af9065e5792ceae1,MARTS_RXN_0601074748a9cf41,False,False,MARTS_SEQ_9be2dfe63968285c,C20_GGPP_like::MARTS_RXN_0601074748a9cf41,2,4
MARTS_SEQ_3944ff1306d729ca,MARTS_RXN_0fa82c3b7c55ea30,False,False,MARTS_SEQ_3944ff1306d729ca,C20_GGPP_like::MARTS_RXN_0fa82c3b7c55ea30,0,4
MARTS_SEQ_23d041e27b1c303f,MARTS_RXN_769df5ece0f33f46,False,False,MARTS_SEQ_23d041e27b1c303f,C20_GGPP_like::MARTS_RXN_4fba5e08211844e3,2,1
MARTS_SEQ_b293615b84ed0151,MARTS_RXN_9864ce62f34c27cb,False,False,MARTS_SEQ_b293615b84ed0151,C20_GGPP_like::MARTS_RXN_9864ce62f34c27cb,3,2
MARTS_SEQ_6ab157068b269dc5,MARTS_RXN_68261f5fd64cc84a,False,False,MARTS_SEQ_6ab157068b269dc5,C20_GGPP_like::MARTS_RXN_0429f79d54e93205,2,4
